iter	Logloss
261	0.2708785631
262	0.270194714
263	0.2694816831
264	0.2688153966
265	0.2685098714
266	0.2678549164
267	0.2668948967
268	0.2664855543
269	0.2662293465
270	0.2656124799
271	0.2649868842
272	0.2644386554
273	0.2636161906
274	0.2632537936
275	0.2626359368
276	0.262148678
277	0.2616485436
278	0.2609819166
279	0.2602465245
280	0.2594036536
281	0.2590121714
282	0.2582082709
283	0.2579142157
284	0.2573807103
285	0.2568710202
286	0.2562513294
287	0.2560711692
288	0.255686588
289	0.2551920361
290	0.2548406749
291	0.2543121907
292	0.253603711
293	0.2529328964
294	0.2523117207
295	0.251979611
296	0.2512526179
297	0.2508968601
298	0.2505851283
299	0.2500452215
300	0.2494673892
301	0.2489838009
302	0.2483998608
303	0.2478938082
304	0.2473427259
305	0.2467987556
306	0.2461032253
307	0.2455096883
308	0.2450927076
309	0.2447022964
310	0.2442194977
311	0.243776923
312	0.2435119538
313	0.2430056733
314	0.2426381589
315	0.2423478906
316	0.2419074876
317	0.241632716
318	0.2411977231
319	0.2406886656
320	0.2402792639
321	0.23979085
322	0.2393597231
323	0.2390087126
324	0.2383783452
325	0.2379085876
326	0.2372951043
327	0.2364949602
328	0.2361739354
329	0.2357792894
330	0.2352346271
331	0.2347736524
332	0.2341266616
333	0.2335979589
334	0.2332331782
335	0.2325978594
336	0.2322535024
337	0.2320556402
338	0.2317780674
339	0.2313245128
340	0.2307593641
341	0.2303006087
342	0.2298539113
343	0.2297158585
344	0.2292790124
345	0.2290098105
346	0.2284607974
347	0.2281516998
348	0.2277945293
349	0.2273724722
350	0.226910578
351	0.2266314594
352	0.2263910991
353	0.2263003304
354	0.2261047256
355	0.2257599361
356	0.2252961526
357	0.224757403
358	0.2243677732
359	0.2240083572
360	0.2236783195
361	0.2233559765
362	0.2229676748
363	0.2225571705
364	0.2223289667
365	0.2221153531
366	0.2218697045
367	0.2213847669
368	0.2210562187
369	0.2208346651
370	0.2202627612
371	0.2199271978
372	0.2194153732
373	0.2190305717
374	0.2186689734
375	0.2182205947
376	0.2178966377
377	0.217739002
378	0.2175133381
379	0.2170748692
380	0.2167299983
381	0.2163198716
382	0.2160431947
383	0.2156817677
384	0.2152196342
385	0.2149973346
386	0.2145406903
387	0.2141206398
388	0.2138357766
389	0.2135650077
390	0.2132502188
391	0.2130018194
392	0.2126924613
393	0.2122519074
394	0.2117754788
395	0.2114338302
396	0.2109834891
397	0.2107171616
398	0.2103683938
399	0.2101533531
400	0.2098199405
401	0.2095523017
402	0.2091668626
403	0.2086754215
404	0.2083290072
405	0.2077863193
406	0.2075656532
407	0.2072333155
408	0.2070423759
409	0.2068931852
410	0.2066743206
411	0.2063305207
412	0.2059047666
413	0.2055195103
414	0.2050634066
415	0.2046941721
416	0.2043169774
417	0.2039457678
418	0.2035660434
419	0.2031676877
420	0.2028764077
421	0.2025242997
422	0.2020992587
423	0.2018032681
424	0.2015760504
425	0.2013711065
426	0.2010442389
427	0.2006524883
428	0.2003098771
429	0.1998450087
430	0.1996074025
431	0.199287021
432	0.1987750827
433	0.1985098307
434	0.1979894034
435	0.1975632885
436	0.1973506635
437	0.1969636723
438	0.1966487516
439	0.1963263915
440	0.1960346557
441	0.1957206836
442	0.1953083293
443	0.194992626
444	0.1945611428
445	0.1942986518
446	0.1940764717
447	0.1939629193
448	0.1936210236
449	0.1933358325
450	0.1929953836
451	0.1928811047
452	0.1925565915
453	0.1922769675
454	0.1921116187
455	0.1919016116
456	0.1914856838
457	0.1912400074
458	0.1908982982
459	0.1905071948
460	0.1902882281
461	0.1899518271
462	0.1895966028
463	0.1892955006
464	0.1890415245
465	0.1886137049
466	0.1883520468
467	0.1880932697
468	0.1879293596
469	0.1875985131
470	0.187271448
471	0.1868134262
472	0.1865463682
473	0.1861190906
474	0.1859766187
475	0.1856032043
476	0.1851653627
477	0.1849278991
478	0.1847466335
479	0.184638752
480	0.1843449943
481	0.183995656
482	0.1837577271
483	0.1836111483
484	0.1834590401
485	0.1829221451
486	0.1826229411
487	0.1822139642
488	0.1819070276
489	0.1814948462
490	0.1812455166
491	0.1809344116
492	0.1807154514
493	0.1803736836
494	0.1802051852
495	0.1800519236
496	0.1798588043
497	0.179484861
498	0.1792289331
499	0.1789931962
500	0.1787106424
501	0.1786766454
502	0.1783722524
503	0.178229953
504	0.1780302743
505	0.1779046705
506	0.1774026694
507	0.1771925985
508	0.1768935725
509	0.176631975
510	0.1763292436
511	0.1759858029
512	0.1757102312
513	0.1756924709
514	0.1754984341
515	0.1751584489
516	0.1750050437
517	0.1747448654
518	0.1744781961
519	0.1741987278
520	0.1737934939
521	0.1734575913
522	0.1731236645
523	0.1728181713
524	0.1726716156
525	0.1725950412
526	0.1723874122
527	0.1722217231
528	0.1719084915
529	0.1715389414
530	0.1710987632
531	0.1708545543
532	0.1706477755
533	0.1704586878
534	0.1702732339
535	0.1699850906
536	0.1697424356
537	0.169459741
538	0.1691086928
539	0.1688680216
540	0.1685863074
541	0.1684242224
542	0.1681294643
543	0.1680008126
544	0.1676514015
545	0.1673430428
546	0.1671106498
547	0.1669176363
548	0.1665902201
549	0.1663951577
550	0.1661819574
551	0.1659463022
552	0.1657135613
553	0.1654800486
554	0.1653190161
555	0.1651358812
556	0.1649506063
557	0.1646417232
558	0.16434999
559	0.1641638053
560	0.163937602
561	0.1636583325
562	0.1635671324
563	0.1635076086
564	0.1633659134
565	0.1630596629
566	0.1629213885
567	0.1627203431
568	0.1624139469
569	0.1621254192
570	0.1620525148
571	0.1618545103
572	0.1615356409
573	0.1612586707
574	0.1611188608
575	0.1609414874
576	0.1606488564
577	0.1604974897
578	0.1603611169
579	0.1601918862
580	0.160020097
581	0.1598238021
582	0.1597305862
583	0.1596095026
584	0.1593682078
585	0.1592201659
586	0.1589291726
587	0.1585804077
588	0.1583189844
589	0.1580634839
590	0.1578489881
591	0.157460449
592	0.1572627241
593	0.1571090529
594	0.1570072114
595	0.1567345881
596	0.1565340038
597	0.1562795447
598	0.1559401596
599	0.1557497227
600	0.155496679
601	0.155312555
602	0.1550568384
603	0.1549075178
604	0.1546722572
605	0.1545583086
606	0.1544285635
607	0.1542928148
608	0.1541064148
609	0.1538515117
610	0.1537268004
611	0.1536275582
612	0.1535033431
613	0.1532784719
614	0.1531164906
615	0.1528670134
616	0.1526863307
617	0.1525656129
618	0.1523810289
619	0.1521725481
620	0.1520041067
621	0.1518935761
622	0.1517268404
623	0.151460536
624	0.1511172461
625	0.1508615639
626	0.1506773152
627	0.1504588101
628	0.1502529616
629	0.1500089465
630	0.1497409294
631	0.1495155844
632	0.1492896285
633	0.1491317786
634	0.1488038824
635	0.1485514735
636	0.1483984934
637	0.1480713156
638	0.1480264099
639	0.1477350033
640	0.1475194992
641	0.1474058066
642	0.1471714215
643	0.1470150422
644	0.1466719931
645	0.1465214819
646	0.1464403193
647	0.1463186084
648	0.1461411848
649	0.1459621073
650	0.1457103635
651	0.1455957924
652	0.1453283773
653	0.1451617949
654	0.145052945
655	0.1448493818
656	0.1445794851
657	0.1443077657
658	0.1441979453
659	0.1441077566
660	0.1438462133
661	0.1435929881
662	0.1434323113
663	0.1433527134
664	0.1432065969
665	0.1429733364
666	0.1428865391
667	0.142695883
668	0.142592265
669	0.1424225569
670	0.1422398109
671	0.1421469182
672	0.1418765754
673	0.1417756125
674	0.1415881635
675	0.141383508
676	0.141141129
677	0.1409993413
678	0.14083265
679	0.1407004968
680	0.140459011
681	0.1402713578
682	0.1402282996
683	0.1401029833
684	0.139983644
685	0.1397326344
686	0.1395740212
687	0.1393846276
688	0.1392468818
689	0.1390533366
690	0.1390334793
691	0.1387758567
692	0.1384789413
693	0.1382155395
694	0.1380731637
695	0.1379529188
696	0.1378026355
697	0.1376401425
698	0.1374460674
699	0.1371804709
700	0.1370746257
701	0.1368680263
702	0.1366570421
703	0.1364230466
704	0.136289673
705	0.1361418272
706	0.1360861872
707	0.1359627095
708	0.1357909052
709	0.1356184443
710	0.1354324602
711	0.1352177661
712	0.1350760334
713	0.1349233021
714	0.1346817269
715	0.1344552145
716	0.1342964621
717	0.1341358331
718	0.133855168
719	0.1338166266
720	0.1336431868
721	0.133438134
722	0.1332687683
723	0.1331749264
724	0.1329435945
725	0.1327623725
726	0.1325389924
727	0.1324771567
728	0.1322285058
729	0.1319511163
730	0.1317686851
731	0.1316268491
732	0.1315559511
733	0.1314261086
734	0.1311226684
735	0.1310467169
736	0.1308475704
737	0.1307739889
738	0.1306801184
739	0.1305500718
740	0.1304190926
741	0.130314253
742	0.1301845459
743	0.1301025134
744	0.1299944034
745	0.1298490482
746	0.1297093703
747	0.1295164214
748	0.1292881286
749	0.1290843857
750	0.1288764695
751	0.1286840717
752	0.1285296621
753	0.1282910715
754	0.1282047863
755	0.1281299856
756	0.1280431393
757	0.1278758629
758	0.1276918999
759	0.12747236
760	0.1272815193
761	0.1270620077
762	0.126971228
763	0.1269243457
764	0.1268134419
765	0.1266974597
766	0.1265347973
767	0.1264382777
768	0.1262761806
769	0.1261487761
770	0.1258710405
771	0.1257210744
772	0.1255980783
773	0.1254845136
774	0.1253564912
775	0.1252517908
776	0.1250998672
777	0.1249751244
778	0.1248289205
779	0.124718925
780	0.1245848237
781	0.1244445049
782	0.1242925291
783	0.1241407694
784	0.1239096002
785	0.1237997549
786	0.1236092018
787	0.1235284054
788	0.1233513925
789	0.1232714149
790	0.1231065361
791	0.1228355264
792	0.1227632034
793	0.1225023419
794	0.122379768
795	0.1222780998
796	0.1221492834
797	0.1220175062
798	0.1218656094
799	0.1216626414
800	0.1214653679
801	0.1213570886
802	0.1211757473
803	0.1210535542
804	0.1208794752
805	0.1207530932
806	0.1206359194
807	0.1204048049
808	0.1203153622
809	0.1201503713
810	0.1200783993
811	0.1199670791
812	0.1198930982
813	0.1196662797
814	0.1195725528
815	0.1193986125
816	0.1192368043
817	0.1190952063
818	0.1189539317
819	0.1188054817
820	0.1186181459
821	0.1184417256
822	0.1182519851
823	0.1180108455
824	0.1178327615
825	0.1176469875
826	0.1175025203
827	0.1174329958
828	0.1173169844
829	0.1171705011
830	0.1170085356
831	0.1167923924
832	0.1166740351
833	0.116590675
834	0.1164199692
835	0.1163337787
836	0.1162050734
837	0.1161151975
838	0.1159896701
839	0.1158444474
840	0.1157310138
841	0.1155801313
842	0.1155562143
843	0.1154687255
844	0.1153763845
845	0.1151970273
846	0.1149807635
847	0.1148997327
848	0.1147991101
849	0.114597268
850	0.1144376925
851	0.1142803163
852	0.1141682758
853	0.1140024069
854	0.1137978991
855	0.1136793334
856	0.1136288879
857	0.1134994778
858	0.1133481587
859	0.1131722562
860	0.113008041
861	0.1128584094
862	0.1125926055
863	0.1124831682
864	0.1122985553
865	0.1119822755
866	0.1118898688
867	0.1118180794
868	0.1117774729
869	0.1117247527
870	0.1116990825
871	0.1116560477
872	0.1115961369
873	0.1114858439
874	0.1113631605
875	0.1111508364
876	0.1109588393
877	0.1108039263
878	0.1106971297
879	0.1106227923
880	0.1104581813
881	0.1103021566
882	0.1102321458
883	0.1100802629
884	0.1100252079
885	0.1098765072
886	0.1096760738
887	0.1095249645
888	0.1094119068
889	0.1093186468
890	0.1091714226
891	0.1090356335
892	0.1089879463
893	0.1088872129
894	0.1086993005
895	0.1085745254
896	0.1084564832
897	0.1084212913
898	0.1083316073
899	0.1082402812
900	0.1081719498
901	0.1079538031
902	0.1077674619
903	0.1076287315
904	0.107598424
905	0.1074948379
906	0.1073650095
907	0.1072677849
908	0.1071948464
909	0.107097439
910	0.1069474617
911	0.1068748874
912	0.1067898292
913	0.1065837384
914	0.1064367349
915	0.1062846599
916	0.1061970702
917	0.106090234
918	0.1060007847
919	0.1059010037
920	0.1057445152
921	0.1055815244
922	0.1054489943
923	0.1053659396
924	0.1052522129
925	0.1050853317
926	0.1049670945
927	0.1049017271
928	0.1047726694
929	0.1046418254
930	0.1045414482
931	0.1044234854
932	0.1042707518
933	0.1041799209
934	0.104080639
935	0.1039287458
936	0.1037083927
937	0.103562166
938	0.1034477726
939	0.1033512771
940	0.1032001166
941	0.1031142901
942	0.1028764566
943	0.1027479973
944	0.1026491441
945	0.1025286028
946	0.102428123
947	0.1023548104
948	0.1022264519
949	0.1020942241
950	0.1019542328
951	0.1017933811
952	0.1016895608
953	0.10156675
954	0.1014686539
955	0.1013598195
956	0.1012095021
957	0.1011282116
958	0.1011017212
959	0.1010137085
960	0.1009740357
961	0.1007128258
962	0.1006279509
963	0.1005511549
964	0.1004422591
965	0.1003465175
966	0.1002296984
967	0.1000988179
968	0.1000672445
969	0.09995639324
970	0.09990065345
971	0.0997888501
972	0.09963687585
973	0.09955140095
974	0.09948397864
975	0.09941821424
976	0.09934744593
977	0.0992149238
978	0.09912151676
979	0.09901124633
980	0.09890793389
981	0.0988640352
982	0.09880819063
983	0.09877152879
984	0.09872332649
985	0.09856862959
986	0.09849310446
987	0.0984153527
988	0.09832386929
989	0.09816231864
990	0.09814414631
991	0.09812019076
992	0.09802300211
993	0.0979807902
994	0.09790653804
995	0.09788116983
996	0.09777591407
997	0.09762600944
998	0.09747573957
999	0.09732682511
